contig_id,proteins
Enterococcus phage vB_Efae230P-4,25
Enterococus phage vipetofem,134
Erwinia amylovora phage Era103,53
Erwinia phage Cronus,291
Erwinia phage Derbicus,240
Erwinia phage ENT90,60
Erwinia phage Ea35-70,318
Erwinia phage Ea9-2,94
Erwinia phage EtG,45
Erwinia phage FE44,51
Erwinia phage Faunus,78
Erwinia phage Hena1,240
Erwinia phage Machina,272
Erwinia phage PEp14,64
Erwinia phage PhiEaH1,241
Erwinia phage Wellington,287
Erwinia phage pEp_SNUABM_01,249
Erwinia phage pEp_SNUABM_08,79
Erwinia phage phiEa100,51
Erwinia phage phiEa104,118
Erwinia phage phiEa21-4,118
Erwinia phage phiEa2809,145
Erwinia phage phiEaH2,262
Erwinia phage phiEaP-8,78
Erwinia phage phiEt88,68
Erwinia phage vB_Eam-MM7,117
Erwinia phage vB_EamM-Bue1,175
Erwinia phage vB_EamM-Y2,92
Erwinia phage vB_EamM_Alexandra,345
Erwinia phage vB_EamM_Asesino,277
Erwinia phage vB_EamM_Caitlin,271
Erwinia phage vB_EamM_ChrisDB,277
Erwinia phage vB_EamM_Deimos-Minion,324
Erwinia phage vB_EamM_Desertfox,320
Erwinia phage vB_EamM_EarlPhillipIV,241
Erwinia phage vB_EamM_Huxley,271
Erwinia phage vB_EamM_Kwan,285
Erwinia phage vB_EamM_Phobos,247
Erwinia phage vB_EamM_RAY,317
Erwinia phage vB_EamM_RisingSun,243
Erwinia phage vB_EamM_Simmy50,322
Erwinia phage vB_EamM_Special G,321
Erwinia phage vB_EamM_Y3,333
Erwinia phage vB_EamM_Yoloswag,333
Erwinia phage vB_EamP-L1,51
Erwinia phage vB_EamP-S2,49
Erwinia phage vB_EamP-S6,115
Erwinia phage vB_EamP_Frozen,92
Erwinia phage vB_EhrS_49,80
Erwinia phage vB_EhrS_59,80
Erysipelothrix phage SE-1,43
Escherichia Stx1 converting phage,167
Escherichia coli O157 typing phage 3,270
Escherichia coli O157 typing phage 6,251
Escherichia phage 121Q,611
Escherichia phage 13a,55
Escherichia phage 172-1,130
Escherichia phage 186,46
Escherichia phage 285P,47
Escherichia phage 4MG,271
Escherichia phage 500465-1,57
Escherichia phage 500465-2,45
Escherichia phage 503458,50
Escherichia phage 520873,54
Escherichia phage 64795_ec1,45
Escherichia phage 933W,80
Escherichia phage ADB-2,78
Escherichia phage APCEc01,272
Escherichia phage APECc02,219
Escherichia phage AR1,281
Escherichia phage AnYang,237
Escherichia phage ArgO145,80
Escherichia phage Av-05,209
Escherichia phage BA14,52
Escherichia phage Bp4,94
Escherichia phage Bp7,263
Escherichia phage C1,76
Escherichia phage C119,75
Escherichia phage C130_2,59
Escherichia phage C5,44
Escherichia phage CAjan,91
Escherichia phage CF2,280
Escherichia phage CICC 80001,49
Escherichia phage D108,57
Escherichia phage D6,118
Escherichia phage DE3,56
Escherichia phage DTL,60
Escherichia phage E21,64
Escherichia phage EC1-UPM,80
Escherichia phage EC121,265
Escherichia phage EC6,136
Escherichia phage EC6098,6
Escherichia phage ECA2,47
Escherichia phage ECBP1,82
Escherichia phage ECBP2,120
Escherichia phage ECBP5,62
Escherichia phage ECD7,262
Escherichia phage ECML-117,94
Escherichia phage ECML-134,270
Escherichia phage ECML-4,198
Escherichia phage ECO4,272
Escherichia phage ECP1,63
Escherichia phage EG1,51
Escherichia phage EK99P-1,62
Escherichia phage EP75,209
Escherichia phage ESCO13,281
Escherichia phage ESCO5,265
Escherichia phage ESSI2_ev015,43
Escherichia phage ESSI2_ev040,41
Escherichia phage ESSI2_ev129,42
Escherichia phage ESSI2_ev239,37
Escherichia phage Ebrios,53
Escherichia phage EcNP1,260
Escherichia phage EcS1,295
Escherichia phage EcoDS1,53
Escherichia phage Eco_BIFF,76
Escherichia phage Envy,62
Escherichia phage F2,259
Escherichia phage FEC14,209
Escherichia phage FEC19,93
Escherichia phage FFH2,218
Escherichia phage FV3,218
Escherichia phage G4,11
Escherichia phage GA2A,56
Escherichia phage Gluttony,61
Escherichia phage Gostya9,134
Escherichia phage HK446,60
Escherichia phage HK542,57
Escherichia phage HK544,63
Escherichia phage HK578,60
Escherichia phage HK629,69
Escherichia phage HK630,69
Escherichia phage HK633,67
Escherichia phage HK639,76
Escherichia phage HK75,58
Escherichia phage HP3,269
Escherichia phage HX01,62
Escherichia phage HY01,255
Escherichia phage HY02,125
Escherichia phage HY03,269
Escherichia phage HZ2R8,38
Escherichia phage HZP2,43
Escherichia phage Henu7,67
Escherichia phage Henu8,65
Escherichia phage ID2 Moscow/ID/2001,11
Escherichia phage ID21,10
Escherichia phage ID32,10
Escherichia phage ID52,11
Escherichia phage ID62,10
Escherichia phage IME11,91
Escherichia phage IMM-002,83
Escherichia phage If1,10
Escherichia phage J8-65,47
Escherichia phage JES2013,220
Escherichia phage JH2,131
Escherichia phage JLK-2012,79
Escherichia phage JMPW1,78
Escherichia phage JMPW2,80
Escherichia phage JS10,265
Escherichia phage JS98,266
Escherichia phage JSE,277
Escherichia phage K1F,103
Escherichia phage K1G,52
Escherichia phage K1H,50
Escherichia phage K1ind1,51
Escherichia phage K1ind2,48
Escherichia phage K30,49
Escherichia phage KBNP1711,126
Escherichia phage KIT03,268
Escherichia phage LL11,55
Escherichia phage LL2,51
Escherichia phage LL5,88
Escherichia phage LM33_P1,49
Escherichia phage Lambda_ev017,73
Escherichia phage Lambda_ev099,73
Escherichia phage Lambda_ev207,70
Escherichia phage Lambda_ev243,68
Escherichia phage Lidtsur,55
Escherichia phage Lw1,273
Escherichia phage Lys12581Vzw,78
Escherichia phage MLF4,273
Escherichia phage MS2,4
Escherichia phage MX01,266
Escherichia phage Mangalitsa,82
Escherichia phage Min27,83
Escherichia phage Minorna,57
Escherichia phage Mt1B1_P17,284
Escherichia phage Mu,55
Escherichia phage Murica,212
Escherichia phage N30,44
Escherichia phage NC-A,42
Escherichia phage NC28,10
Escherichia phage NC29,10
Escherichia phage NC35,10
Escherichia phage NJ01,109
Escherichia phage OSYSP,166
Escherichia phage P13374,79
Escherichia phage P483,45
Escherichia phage P694,50
Escherichia phage PA2,84
Escherichia phage PA28,90
Escherichia phage PBECO4,551
Escherichia phage PE3-1,48
Escherichia phage PE37,263
Escherichia phage PGN590,51
Escherichia phage PGT2,46
Escherichia phage PP01,280
Escherichia phage PTXU04,92
Escherichia phage PhaxI,209
Escherichia phage Phi1,276
Escherichia phage Pollock,85
Escherichia phage QL01,275
Escherichia phage RB3,273
Escherichia phage RB49,279
Escherichia phage RB69,273
Escherichia phage RCS47,124
Escherichia phage Ro45lw,50
Escherichia phage SECphi27,85
Escherichia phage SF,262
Escherichia phage SH2026Stx1,79
Escherichia phage SP15,163
Escherichia phage SRT7,47
Escherichia phage SRT8,84
Escherichia phage ST0,266
Escherichia phage ST31,45
Escherichia phage ST32,79
Escherichia phage SUSP1,138
Escherichia phage SUSP2,132
Escherichia phage Seurat,88
Escherichia phage Skarpretter,63
Escherichia phage Sortsne,62
Escherichia phage St-1,11
Escherichia phage Stx2 II,170
Escherichia phage T2,276
Escherichia phage T7,60
Escherichia phage TL-2011b,57
Escherichia phage TL-2011c,72
Escherichia phage UAB_Phi78,58
Escherichia phage UFV-AREG1,274
Escherichia phage Utah,73
Escherichia phage V18,207
Escherichia phage V5,233
Escherichia phage VB_EcoS-Golestan,78
Escherichia phage VEcB,249
Escherichia phage WA45,10
Escherichia phage WG01,273
Escherichia phage Wphi,44
Escherichia phage YD-2008.s,62
Escherichia phage YUEEL01,266
Escherichia phage YZ1,41
Escherichia phage ZG49,44
Escherichia phage aalborv,71
Escherichia phage aaroes,82
Escherichia phage alia,240
Escherichia phage alpha3,10
Escherichia phage anhysbys,272
Escherichia phage atuna,84
Escherichia phage chee24,166
Escherichia phage damhaus,80
Escherichia phage e4/1c,72
Escherichia phage egaa,80
Escherichia phage flopper,72
Escherichia phage fp01,158
Escherichia phage grams,76
Escherichia phage haarsle,74
Escherichia phage herni,83
Escherichia phage ime09,268
Escherichia phage mEp234,61
Escherichia phage mEpX1,66
Escherichia phage mEpX2,67
Escherichia phage muut,239
Escherichia phage nepoznato,266
Escherichia phage nieznany,256
Escherichia phage p000v,263
Escherichia phage phAPEC8,269
Escherichia phage phT4A,257
Escherichia phage phi191,87
Escherichia phage phiAPCEc03,151
Escherichia phage phiC120,281
Escherichia phage phiE142,194
Escherichia phage phiEB49,74
Escherichia phage phiEcoM-GJ1,75
Escherichia phage phiK,10
Escherichia phage phiKT,31
Escherichia phage phiLLS,160
Escherichia phage phiV10,55
Escherichia phage pro147,44
Escherichia phage pro483,43
Escherichia phage saus132,164
Escherichia phage slur01,90
Escherichia phage slur02,266
Escherichia phage slur03,272
Escherichia phage slur04,266
Escherichia phage slur05,58
Escherichia phage slur07,266
Escherichia phage slur09,160
Escherichia phage slur14,272
Escherichia phage slur16,206
Escherichia phage teqdroes,268
Escherichia phage teqhad,269
Escherichia phage teqskov,263
Escherichia phage tiwna,82
Escherichia phage tonijn,84
Escherichia phage tonn,86
Escherichia phage tonnikala,83
Escherichia phage tuntematon,280
Escherichia phage tunus,84
Escherichia phage ukendt,269
Escherichia phage vB_EcoM-12474III,44
Escherichia phage vB_EcoM-4HA13,81
Escherichia phage vB_EcoM-G28,267
Escherichia phage vB_EcoM-Ro121c4YLVW,266
Escherichia phage vB_EcoM-Ro157c2YLVW,86
Escherichia phage vB_EcoM-UFV13,268
Escherichia phage vB_EcoM-VpaE1,132
Escherichia phage vB_EcoM-ep3,51
Escherichia phage vB_EcoM-fFiEco06,274
Escherichia phage vB_EcoM_005,250
Escherichia phage vB_EcoM_112,279
Escherichia phage vB_EcoM_ACG-C40,282
Escherichia phage vB_EcoM_AYO145A,131
Escherichia phage vB_EcoM_Alf5,133
Escherichia phage vB_EcoM_DalCa,269
Escherichia phage vB_EcoM_ECO1230-10,56
Escherichia phage vB_EcoM_ECOO78,56
Escherichia phage vB_EcoM_F1,279
Escherichia phage vB_EcoM_G4498,279
Escherichia phage vB_EcoM_G4507,274
Escherichia phage vB_EcoM_G50,267
Escherichia phage vB_EcoM_G8,268
Escherichia phage vB_EcoM_G9062,276
Escherichia phage vB_EcoM_Goslar,247
Escherichia phage vB_EcoM_IME537,274
Escherichia phage vB_EcoM_JS09,273
Escherichia phage vB_EcoM_KAW1E185,274
Escherichia phage vB_EcoM_KWBSE43-6,222
Escherichia phage vB_EcoM_Lutter,279
Escherichia phage vB_EcoM_NBG2,261
Escherichia phage vB_EcoM_OE5505,282
Escherichia phage vB_EcoM_Ozark,268
Escherichia phage vB_EcoM_PHB05,231
Escherichia phage vB_EcoM_PhAPEC2,254
Escherichia phage vB_EcoM_Schickermooser,284
Escherichia phage vB_EcoM_VR20,286
Escherichia phage vB_EcoM_VR25,293
Escherichia phage vB_EcoM_VR26,291
Escherichia phage vB_EcoM_VR7,293
Escherichia phage vB_EcoM_WFC,113
Escherichia phage vB_EcoM_WFH,105
Escherichia phage vB_EcoP_24B,87
Escherichia phage vB_EcoP_ACG-C91,56
Escherichia phage vB_EcoP_B,55
Escherichia phage vB_EcoP_C,59
Escherichia phage vB_EcoP_F,48
Escherichia phage vB_EcoP_G7C,79
Escherichia phage vB_EcoP_K,46
Escherichia phage vB_EcoP_PhAPEC5,83
Escherichia phage vB_EcoP_PhAPEC7,83
Escherichia phage vB_EcoP_S523,45
Escherichia phage vB_EcoP_SU10,125
Escherichia phage vB_EcoS Sa179lw,86
Escherichia phage vB_EcoS-12210I,65
Escherichia phage vB_EcoS-95,89
Escherichia phage vB_EcoS-DELF2,79
Escherichia phage vB_EcoS-IME253,74
Escherichia phage vB_EcoS_ACG-M12,78
Escherichia phage vB_EcoS_AHP42,76
Escherichia phage vB_EcoS_AHS24,81
Escherichia phage vB_EcoS_AKFV33,160
Escherichia phage vB_EcoS_AKS96,74
Escherichia phage vB_EcoS_CEB_EC3a,70
Escherichia phage vB_EcoS_ESCO41,79
Escherichia phage vB_EcoS_FFH_1,156
Escherichia phage vB_EcoS_G29-2,85
Escherichia phage vB_EcoS_HdH2,178
Escherichia phage vB_EcoS_IME347,87
Escherichia phage vB_EcoS_IME542,71
Escherichia phage vB_EcoS_NBD2,87
Escherichia phage vB_EcoS_PHB17,85
Escherichia phage vB_EcoS_SH2,80
Escherichia phage vB_EcoS_W011D,85
Escherichia phage vB_EcoS_swan01,83
Escherichia phage vB_EcoS_swi2,88
Escherichia phage vB_Eco_SLUR29,78
Escherichia phage vB_Eco_mar001J1,157
Escherichia phage vB_Eco_mar003J3,163
Escherichia phage vB_Eco_mar004NP2,156
Escherichia phage vB_vPM_PD06,238
Escherichia phage vB_vPM_PD112,271
Escherichia phage vb_EcoM-VR5,271
Escherichia phage vojen,80
Escherichia phage wV7,273
Escherichia phage wV8,140
Escherichia typing phage 1,132
Escherichia virus AAPEc6,52
Escherichia virus BF23,26
Escherichia virus BZ13,4
Escherichia virus CBA120,204
Escherichia virus DT57C,133
Escherichia virus EPS7,170
Escherichia virus FI,4
Escherichia virus H8,149
Escherichia virus HK022,35
Escherichia virus HK97,61
Escherichia virus I22,9
Escherichia virus JL1,60
Escherichia virus K1-5,52
Escherichia virus K1E,62
Escherichia virus KFS-EC,260
Escherichia virus KP26,160
Escherichia virus Lambda,74
Escherichia virus Lambda_1H12,73
Escherichia virus Lambda_2B8,66
Escherichia virus Lambda_2G7b,66
Escherichia virus Lambda_4A7,70
Escherichia virus M13,10
Escherichia virus N15,60
Escherichia virus N4,72
Escherichia virus P1,110
Escherichia virus P2,89
Escherichia virus P2_2H1,45
Escherichia virus P2_2H4,43
Escherichia virus P2_4A7b,48
Escherichia virus P2_4B2,44
Escherichia virus P2_4C9,42
Escherichia virus P2_4E6b,44
Escherichia virus P88_4B11,56
Escherichia virus Qbeta,4
Escherichia virus RB14,274
Escherichia virus RB16,270
Escherichia virus RB32,270
Escherichia virus RB43,292
Escherichia virus Rtp,75
Escherichia virus SSL2009a,67
Escherichia virus T1,78
Escherichia virus T4,278
Escherichia virus T5,163
Escherichia virus TLS,87
Escherichia virus VEc3,57
Escherichia virus VEc33,161
Escherichia virus Vec13,53
Escherichia virus mutPK1A2,59
Escherichia virus phiEco32,128
Escherichia virus phiX174,11
Faecalibacterium phage FP_Brigit,94
Faecalibacterium phage FP_Epona,76
Faecalibacterium phage FP_Lagaffe,65
Faecalibacterium phage FP_Lugh,42
Faecalibacterium phage FP_Mushu,54
Faecalibacterium phage FP_Taranis,85
Faecalibacterium phage FP_Toutatis,89
Faecalibacterium phage FP_oengus,84
Flavobacterium phage 11b,65
Flavobacterium phage 1H,48
Flavobacterium phage 23T,57
Flavobacterium phage 2A,61
Flavobacterium phage 6H,63
Flavobacterium phage FCL-2,74
Flavobacterium phage FCV-1,74
Flavobacterium phage FLiP,16
Flavobacterium phage FpV4,75
Flavobacterium phage Fpv1,80
Flavobacterium phage Fpv10,58
Flavobacterium phage Fpv11,58
Flavobacterium phage Fpv2,80
Flavobacterium phage Fpv20,82
Flavobacterium phage Fpv3,79
Flavobacterium phage Fpv5,58
Flavobacterium phage Fpv6,58
Flavobacterium phage Fpv7,58
Flavobacterium phage Fpv8,58
Flavobacterium phage vB_FspM_immuto_2-6A,239
Flavobacterium phage vB_FspM_lotta8-1,53
Flavobacterium phage vB_FspM_pippi8-1,53
Flavobacterium phage vB_FspP_elemoA_7-9A,90
Flavobacterium phage vB_FspP_elemoD_13-5B,91
Flavobacterium phage vB_FspP_elemoE_6-9C,88
Flavobacterium phage vB_FspP_elemoF_6-3D,88
Flavobacterium phage vB_FspS_filifjonk9-1,68
Flavobacterium phage vB_FspS_hattifnatt9-1,76
Flavobacterium phage vB_FspS_hemulen6-1,70
Flavobacterium phage vB_FspS_laban6-1,57
Flavobacterium phage vB_FspS_lillamy9-1,73
Flavobacterium phage vB_FspS_morran9-1,73
Flavobacterium phage vB_FspS_mumin9-1,67
Flavobacterium phage vB_FspS_mymlan6-1,68
Flavobacterium phage vB_FspS_sniff9-1,74
Flavobacterium phage vB_FspS_snork6-1,73
Flavobacterium phage vB_FspS_snusmum6-1,72
Flavobacterium phage vB_FspS_stinky9-1,69
Flavobacterium phage vB_FspS_tant8-1,62
Flavobacterium phage vB_FspS_tooticki6-1,65
Fusobacterium phage Fnu1,181
Geobacillus phage GBK2,62
Geobacillus phage GBSV1,54
Geobacillus phage TP-84,79
Geobacillus virus E2,62
Geobacillus virus E3,201
Gluconobacter phage GC1,36
Gordonia Phage Barsten,88
Gordonia Phage Lollipop1437,93
Gordonia Phage Zitch,91
Gordonia phage Adgers,108
Gordonia phage Ailee,83
Gordonia phage Ali17,84
Gordonia phage Angelicage,84
Gordonia phage Apricot,101
Gordonia phage Archimedes,60
Gordonia phage Arri,94
Gordonia phage Asapag,99
Gordonia phage Ashertheman,85
Gordonia phage Attis,74
Gordonia phage Avazak,93
Gordonia phage Azula,86
Gordonia phage BENtherdunthat,102
Gordonia phage Bachita,182
Gordonia phage Bakery,96
Gordonia phage Bantam,168
Gordonia phage Barb,98
Gordonia phage BaxterFox,86
Gordonia phage Beaver,109
Gordonia phage BetterKatz,75
Gordonia phage Bibwit,83
Gordonia phage BirksAndSocks,110
Gordonia phage Bizzy,85
Gordonia phage Blino,81
Gordonia phage Blueberry,86
Gordonia phage Bowser,67
Gordonia phage Brandonk123,89
Gordonia phage BritBrat,98
Gordonia phage BrutonGaster,166
Gordonia phage Buggaboo,94
Gordonia phage CaptainKirk2,79
Gordonia phage CarolAnn,80
Gordonia phage Catfish,78
Gordonia phage Chelms,104
Gordonia phage Chikenjars,92
Gordonia phage Clown,95
Gordonia phage ClubL,179
Gordonia phage Cozz,68
Gordonia phage Crocheter,91
Gordonia phage Cucurbita,178
Gordonia phage Danyall,95
Gordonia phage Dardanus,72
Gordonia phage Daredevil,165
Gordonia phage Demosthenes,95
Gordonia phage Dexdert,82
Gordonia phage Duffington,92
Gordonia phage DumpsterDude,71
Gordonia phage EMoore,82
Gordonia phage Emalyn,67
Gordonia phage Emianna,95
Gordonia phage Evamon,94
Gordonia phage Eyre,74
Gordonia phage Fairfaxidum,81
Gordonia phage Fireball,97
Gordonia phage Flakey,107
Gordonia phage Flapper,96
Gordonia phage Fosterous,87
Gordonia phage Foxboro,92
Gordonia phage Frokostdame,84
Gordonia phage Fryberger,144
Gordonia phage GAL1,82
Gordonia phage GMA1,68
Gordonia phage GMA3,104
Gordonia phage GMA4,68
Gordonia phage GMA5,28
Gordonia phage GMA6,115
Gordonia phage GMA7,101
Gordonia phage GRU1,94
Gordonia phage GRU3,26
Gordonia phage GTE2,57
Gordonia phage GTE5,92
Gordonia phage GTE6,86
Gordonia phage GTE7,103
Gordonia phage GTE8,94
Gordonia phage Gaea,86
Gordonia phage Galadriel,86
Gordonia phage Geodirt,85
Gordonia phage Getalong,104
Gordonia phage Ghobes,59
Gordonia phage Gibbin,99
Gordonia phage Gmala1,90
Gordonia phage GodonK,214
Gordonia phage GordDuk1,97
Gordonia phage GordTnk2,98
Gordonia phage Gsput1,71
Gordonia phage Guacamole,78
Gordonia phage Gustav,69
Gordonia phage Hedwig,70
Gordonia phage Horus,103
Gordonia phage Hotorobo,108
Gordonia phage IDyn,90
Gordonia phage JKSyngboy,82
Gordonia phage JSwag,101
Gordonia phage Jabberwocky,84
Gordonia phage Jambalaya,91
Gordonia phage Jellybones,108
Gordonia phage John316,109
Gordonia phage JuJu,88
Gordonia phage Jumbo,102
Gordonia phage Kabluna,95
Gordonia phage KatherineG,98
Gordonia phage Katyusha,99
Gordonia phage Keitabear,83
Gordonia phage Kenna,98
Gordonia phage Kenosha,90
Gordonia phage KidneyBean,92
Gordonia phage KimmyK,92
Gordonia phage Kita,80
Gordonia phage Kroos,85
Gordonia phage Kvothe,99
Gordonia phage Lambo,98
Gordonia phage Lennon,85
Gordonia phage Leonard,87
Gordonia phage Lilbeanie,97
Gordonia phage Love,91
Gordonia phage Lucky10,70
Gordonia phage Mahdia,61
Gordonia phage Marietta,91
Gordonia phage McGonagall,27
Gordonia phage MelBins,89
Gordonia phage Monty,105
Gordonia phage Mutzi,94
Gordonia phage NadineRae,92
Gordonia phage NatB6,93
Gordonia phage Nordenberg,84
Gordonia phage NosilaM,92
Gordonia phage Nubi,97
Gordonia phage Nyceirae,60
Gordonia phage Nymphadora,84
Gordonia phage Obliviate,80
Gordonia phage OhMyWard,86
Gordonia phage OneUp,163
Gordonia phage Orchid,114
Gordonia phage Paries,89
Gordonia phage Patio,90
Gordonia phage Petra,89
Gordonia phage Phinally,87
Gordonia phage Phistory,106
Gordonia phage Phlop,91
Gordonia phage Pleakley,96
Gordonia phage Portcullis,94
Gordonia phage Pupper,233
Gordonia phage Ranch,101
Gordonia phage Remus,98
Gordonia phage Ribeye,85
Gordonia phage Rickmore,92
Gordonia phage Rofo,85
Gordonia phage RogerDodger,97
Gordonia phage Ronaldo,147
Gordonia phage Rosalind,99
Gordonia phage Ruthy,73
Gordonia phage Sadboi,97
Gordonia phage Schmidt,76
Gordonia phage Schnabeltier,71
Gordonia phage Secretariat,84
Gordonia phage Skog,226
Gordonia phage Skysand,95
Gordonia phage SmokingBunny,95
Gordonia phage Smoothie,179
Gordonia phage SoilAssassin,74
Gordonia phage Sombrero,108
Gordonia phage Soups,99
Gordonia phage Sour,79
Gordonia phage Splinter,79
Gordonia phage SteveFrench,103
Gordonia phage Stormageddon,213
Gordonia phage Strosahl,98
Gordonia phage Stultus,80
Gordonia phage Sukkupi,93
Gordonia phage Suzy,96
Gordonia phage TZGordon,82
Gordonia phage Tangent,88
Gordonia phage Tangerine,85
Gordonia phage Tanis,93
Gordonia phage Terapin,97
Gordonia phage Tiamoceli,80
Gordonia phage TillyBobJoe,93
Gordonia phage TinaLin,73
Gordonia phage Toast,81
Gordonia phage Trine,66
Gordonia phage Troje,71
Gordonia phage Turuncu,94
Gordonia phage Twister6,93
Gordonia phage UmaThurman,83
Gordonia phage Untouchable,93
Gordonia phage Utz,71
Gordonia phage Valary,95
Gordonia phage VanDeWege,96
Gordonia phage Vendetta,79
Gordonia phage Verity,88
Gordonia phage Vivi2,89
Gordonia phage Waits,98
Gordonia phage Walrus,84
Gordonia phage William,83
Gordonia phage Wizard,89
Gordonia phage Woes,91
Gordonia phage Yeezy,86
Gordonia phage Yikes,98
Gordonia phage YorkOnyx,84
Gordonia phage Yvonnetastic,198
Gordonia phage Zipp,89
Gordonia phage Zirinka,79
Gordonia terrae phage McKinley,88
Haemophilus phage Aaphi23,66
Haemophilus phage SuMu,55
Haemophilus virus HP1,42
Haemophilus virus HP2,37
Haloarcula californiae icosahedral virus 1,47
Haloarcula hispanica icosahedral virus 2,43
Haloarcula hispanica pleomorphic virus 1,9
Haloarcula hispanica pleomorphic virus 2,8
Haloarcula hispanica pleomorphic virus 3,17
Haloarcula hispanica pleomorphic virus 4,24
Haloarcula hispanica virus PH1,49
Haloarcula hispanica virus SH1,56
Halobacterium phage phiH,96
Halobacterium virus ChaoS9,83
Halocynthia phage JM-2012,173
Halogeometricum pleomorphic virus 1,16
Halomonas virus HAP1,46
Halorubrum phage CGphi46,55
Halorubrum phage HF2,126
Halorubrum pleomorphic virus 1,10
Halorubrum pleomorphic virus 10,13
Halorubrum pleomorphic virus 11,15
Halorubrum pleomorphic virus 12,16
Halorubrum pleomorphic virus 2,16
Halorubrum pleomorphic virus 3,13
Halorubrum pleomorphic virus 6,11
Halorubrum pleomorphic virus 9,28
Halovirus HCTV-1,160
Halovirus HCTV-2,86
Halovirus HCTV-5,166
Halovirus HF1,125
Halovirus HGTV-1,281
Halovirus HHTV-1,74
Halovirus HHTV-2,88
Halovirus HRTV-4,73
Halovirus HRTV-5,118
Halovirus HRTV-7,105
Halovirus HRTV-8,124
Halovirus HSTV-1,53
Halovirus HSTV-2,103
Halovirus HVTV-1,173
Halovirus VNH-1,7
Hamiltonella virus APSE1,54
Helicobacter phage 1961P,33
Helicobacter phage KHP30,30
Helicobacter phage KHP40,32
Helicobacter phage phiHP33,27
His 1 virus,35
His2 virus,35
Hydrogenobaculum phage 1,26
Hyperthermophilic Archaeal Virus 1,40
Hyperthermophilic Archaeal Virus 2,15
Idiomarinaceae phage 1N2-2,56
Idiomarinaceae phage Phi1M2-2,65
Iodobacter phage PhiPLPE,84
Klebsiella phage 13,70
Klebsiella phage 1513,72
Klebsiella phage 2044-307w,44
Klebsiella phage 3LV2017,36
Klebsiella phage 4LV2017,38
Klebsiella phage AltoGao,53
Klebsiella phage F19,51
Klebsiella phage GH-K3,77
Klebsiella phage GML-KpCol1,78
Klebsiella phage Henu1,42
Klebsiella phage JD001,68
Klebsiella phage JD18,278
Klebsiella phage JY917,44
Klebsiella phage K11,51
Klebsiella phage K5,46
Klebsiella phage K5-2,42
Klebsiella phage K5-4,42
Klebsiella phage K64-1,64
Klebsiella phage KL,74
Klebsiella phage KLPN1,72
Klebsiella phage KN1-1,22
Klebsiella phage KN3-1,24
Klebsiella phage KN4-1,20
Klebsiella phage KNP2,211
Klebsiella phage KOX1,81
Klebsiella phage KP-Rio/2015,47
Klebsiella phage KP15,258
Klebsiella phage KP179,260
Klebsiella phage KP1801,75
Klebsiella phage KP27,276
Klebsiella phage KP32,44
Klebsiella phage KP34,57
Klebsiella phage KP36,79
Klebsiella phage KP8,97
Klebsiella phage KPN N137,79
Klebsiella phage KPN N141,76
Klebsiella phage KPN N98,79
Klebsiella phage KPN U2874,80
Klebsiella phage KPV15,299
Klebsiella phage KPV811,43
Klebsiella phage Kp2,58
Klebsiella phage KpCHEMY26,81
Klebsiella phage KpKT21phi1,76
Klebsiella phage KpV41,55
Klebsiella phage KpV475,51
Klebsiella phage KpV71,53
Klebsiella phage LASTA,76
Klebsiella phage Magnus,214
Klebsiella phage Marfa,279
Klebsiella phage Matisse,280
Klebsiella phage May,214
Klebsiella phage Menlow,215
Klebsiella phage MezzoGao,76
Klebsiella phage Mineola,276
Klebsiella phage Miro,277
Klebsiella phage NJR15,75
Klebsiella phage NJS1,71
Klebsiella phage NJS2,79
Klebsiella phage NTUH-K2044-K1-1,35
Klebsiella phage PKO111,203
Klebsiella phage PKP126,78
Klebsiella phage PMBT1,276
Klebsiella phage Pharr,47
Klebsiella phage PhiKpNIH-2,81
Klebsiella phage Pylas,92
Klebsiella phage SH-Kp 152234,49
Klebsiella phage SH-Kp 152410,47
Klebsiella phage ST13-OXA48phi12.1,50
Klebsiella phage ST147-VIM1phi7.1,42
Klebsiella phage ST15-OXA48phi14.1,46
Klebsiella phage ST16-OXA48phi5.4,46
Klebsiella phage ST437-OXA245phi4.1,53
Klebsiella phage ST437-OXA245phi4.2,26
Klebsiella phage ST512-KPC3phi13.2,44
Klebsiella phage Seifer,82
Klebsiella phage Shelby,78
Klebsiella phage Sin4,78
Klebsiella phage Skenny,78
Klebsiella phage Soft,87
Klebsiella phage SopranoGao,77
Klebsiella phage Sugarland,169
Klebsiella phage Sushi,76
Klebsiella phage Sweeny,78
Klebsiella phage TAH8,76
Klebsiella phage TSK1,74
Klebsiella phage YMC16/01/N133_KPN_BP,70
Klebsiella phage YX3973,64
Klebsiella phage ZCKP1,267
Klebsiella phage kpssk3,42
Klebsiella phage myPSH1235,49
Klebsiella phage phiBO1E,59
Klebsiella phage phiKO2,64
Klebsiella phage phiKpS2,53
Klebsiella phage vB_KleM_RaK2,534
Klebsiella phage vB_Kp1,47
Klebsiella phage vB_KpnM_BIS47,262
Klebsiella phage vB_KpnM_KB57,245
Klebsiella phage vB_KpnM_KpS110,201
Klebsiella phage vB_KpnM_KpV477,275
Klebsiella phage vB_KpnM_KpV52,75
Klebsiella phage vB_KpnM_KpV79,75
Klebsiella phage vB_KpnP_BIS33,56
Klebsiella phage vB_KpnP_IL33,54
Klebsiella phage vB_KpnP_IME205,49
